Claim Number;date_of_loss;dayofweek;isweekend;month;season;Notifier;Loss_code;Loss_description;Notification_period;Inception_to_loss;Location_of_incident;Weather_conditions;Vehicle_mobile;Time_hour;Main_driver;Vechile_registration_present;Incident_details_present;Injury_details_present;TP_type_insd_pass_back;TP_type_insd_pass_front;TP_type_driver;TP_type_pass_back;TP_type_pass_front;TP_type_bike;TP_type_cyclist;TP_type_pass_multi;TP_type_pedestrian;TP_type_other;TP_type_nk;TP_injury_whiplash;TP_injury_traumatic;TP_injury_fatality;TP_injury_unclear;TP_injury_nk;TP_region_eastang;TP_region_eastmid;TP_region_london;TP_region_north;TP_region_northw;TP_region_outerldn;TP_region_scotland;TP_region_southe;TP_region_southw;TP_region_wales;TP_region_westmid;TP_region_yorkshire;sum_TP;Incurred;Capped Incurred
6397;2014-10-10;5;0;10;3;2;LD003;Head on collision;0;56;4;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6398;2014-10-10;5;0;10;3;2;LD003;Head on collision;10;65;1;2;1;8;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;275;400.12965536563206
6399;2014-10-10;5;0;10;3;2;LD003;Head on collision;0;355;7;1;0;0;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;46336;67399.35656195303
6400;2014-10-11;6;1;10;3;2;LD003;Head on collision;1;172;4;2;0;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;77;112.62109536332801
6401;2014-10-12;7;1;10;3;2;LD003;Head on collision;0;72;4;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;119;174.27389864883202
6402;2014-10-12;7;1;10;3;2;LD003;Head on collision;1;124;7;1;1;22;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.0
6403;2014-10-12;7;1;10;3;2;LD003;Head on collision;2;250;7;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6404;2014-10-13;1;0;10;3;2;LD003;Head on collision;0;137;4;2;1;7;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0
6405;2014-10-13;1;0;10;3;2;LD003;Head on collision;0;41;4;2;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;27;39.67021488
6406;2014-10-13;1;0;10;3;2;LD003;Head on collision;1;123;1;2;0;21;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;16284;23687.41324529101
6407;2014-10-13;1;0;10;3;2;LD003;Head on collision;0;270;4;2;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6408;2014-10-13;1;0;10;3;2;LD003;Head on collision;1;30;4;2;0;21;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;30014;43657.335943539205
6409;2014-10-13;1;0;10;3;2;LD003;Head on collision;0;140;4;2;1;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6410;2014-10-13;1;0;10;3;2;LD003;Head on collision;0;302;4;1;0;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5609;8159.708315685376
6411;2014-10-13;1;0;10;3;2;LD003;Head on collision;0;356;4;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.0
6412;2014-10-14;2;0;10;3;2;LD003;Head on collision;0;301;4;0;0;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5314;7730.783373678848
6413;2014-10-14;2;0;10;3;2;LD003;Head on collision;2;97;4;2;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6414;2014-10-14;2;0;10;3;2;LD003;Head on collision;0;355;4;2;0;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;967;1407.0760749836802
6415;2014-10-14;2;0;10;3;2;LD003;Head on collision;0;208;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
6416;2014-10-14;2;0;10;3;2;LD003;Head on collision;1;342;4;2;1;9;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6417;2014-10-14;2;0;10;3;2;LD003;Head on collision;1;114;4;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6418;2014-10-14;2;0;10;3;2;LD003;Head on collision;0;153;4;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;16459;23941.746926929667
6419;2014-10-14;2;0;10;3;2;LD003;Head on collision;1;187;4;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;812;1181.474207642112
6420;2014-10-15;3;0;10;3;2;LD003;Head on collision;0;200;4;1;1;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;498.871464882944
6421;2014-10-15;3;0;10;3;2;LD003;Head on collision;0;205;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6422;2014-10-15;3;0;10;3;2;LD003;Head on collision;0;17;4;1;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6423;2014-10-15;3;0;10;3;2;LD003;Head on collision;1;75;4;2;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;732;1065.679495088384
6424;2014-10-15;3;0;10;3;2;LD003;Head on collision;1;153;7;2;1;18;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;18837;27400.629987850753
6425;2014-10-15;3;0;10;3;2;LD003;Head on collision;1;246;4;2;0;18;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8391;12206.556854747907
6426;2014-10-16;4;0;10;3;2;LD003;Head on collision;5;342;4;2;0;9;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6784;9868.045291829761
6427;2014-10-16;4;0;10;3;2;LD003;Head on collision;0;274;7;2;0;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12232;17793.286769488386
6428;2014-10-16;4;0;10;3;2;LD003;Head on collision;0;325;7;2;0;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;264;384.83282050790405
6429;2014-10-16;4;0;10;3;2;LD003;Head on collision;1;227;4;1;0;19;1;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;15648;22762.219204497665
6430;2014-10-16;4;0;10;3;2;LD003;Head on collision;0;108;4;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6431;2014-10-17;5;0;10;3;2;LD003;Head on collision;0;93;4;2;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;2116;3079.128027917824
6432;2014-10-17;5;0;10;3;2;LD003;Head on collision;0;35;4;2;0;8;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4946;7195.457626002176
6433;2014-10-17;5;0;10;3;2;LD003;Head on collision;0;334;4;1;1;13;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;16511;24016.51734793549
6434;2014-10-17;5;0;10;3;2;LD003;Head on collision;0;21;4;2;0;11;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1034;1505.3735780943364
6435;2014-10-18;6;1;10;3;2;LD003;Head on collision;3;275;7;2;0;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;927;1348.766148472064
6436;2014-10-18;6;1;10;3;2;LD003;Head on collision;2;10;4;2;1;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;4763;6929.043041592065
6437;2014-10-18;6;1;10;3;2;LD003;Head on collision;13;4;5;0;2;0;2;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;534;778.0439903984641
6438;2014-10-19;7;1;10;3;2;LD003;Head on collision;2;200;7;1;0;16;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1453;2114.1579850048
6439;2014-10-19;7;1;10;3;2;LD003;Head on collision;1;67;7;1;0;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4539;6602.7105646272
6440;2014-10-20;1;0;10;3;2;LD003;Head on collision;0;21;4;1;1;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.0
6441;2014-10-20;1;0;10;3;2;LD003;Head on collision;1;323;7;2;0;17;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6442;2014-10-20;1;0;10;3;2;LD003;Head on collision;0;93;4;2;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7930;11535.019457259265
6443;2014-10-20;1;0;10;3;2;LD003;Head on collision;30;196;4;1;1;6;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2908;4230.389399907329
6444;2014-10-20;1;0;10;3;2;LD003;Head on collision;100;52;4;0;2;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;127;185.14882688793605
6445;2014-10-21;2;0;10;3;2;LD003;Head on collision;1;2;4;1;0;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;156;228.119603645952
6446;2014-10-21;2;0;10;3;2;LD003;Head on collision;0;179;7;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6447;2014-10-21;2;0;10;3;2;LD003;Head on collision;0;324;7;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;780;1134.864349839104
6448;2014-10-21;2;0;10;3;2;LD003;Head on collision;0;275;4;1;0;18;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6449;2014-10-21;2;0;10;3;2;LD003;Head on collision;1;232;7;2;0;20;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;46919;68247.00855606093
6450;2014-10-21;2;0;10;3;2;LD003;Head on collision;0;218;7;2;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;198;288.7356919825921
6451;2014-10-21;2;0;10;3;2;LD003;Head on collision;0;192;4;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6452;2014-10-21;2;0;10;3;2;LD003;Head on collision;1;24;7;2;0;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3725;5418.84556536832
6453;2014-10-21;2;0;10;3;2;LD003;Head on collision;1;157;4;2;1;12;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6454;2014-10-22;3;0;10;3;2;LD003;Head on collision;1;266;7;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;143;209.395262222592
6455;2014-10-22;3;0;10;3;2;LD003;Head on collision;0;96;4;2;1;7;1;1;1;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;17452;25385.2349698112
6456;2014-10-22;3;0;10;3;2;LD003;Head on collision;0;225;7;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11358;16521.34331447194
6457;2014-10-22;3;0;10;3;2;LD003;Head on collision;0;5;4;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;81;119.01064464000001
6458;2014-10-22;3;0;10;3;2;LD003;Head on collision;1;280;4;2;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;213;310.88753997158403
6459;2014-10-22;3;0;10;3;2;LD003;Head on collision;0;159;4;1;0;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1157;1683.8366514344962
6460;2014-10-22;3;0;10;3;2;LD003;Head on collision;5;35;4;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6461;2014-10-22;3;0;10;3;2;LD003;Head on collision;1;164;7;1;1;14;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6462;2014-10-22;3;0;10;3;2;LD003;Head on collision;0;331;7;1;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;264;384.83282050790405
6463;2014-10-23;4;0;10;3;2;LD003;Head on collision;1;76;4;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.0
6464;2014-10-23;4;0;10;3;2;LD003;Head on collision;0;314;4;2;1;16;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4052;5895.247820543232
6465;2014-10-24;5;0;10;3;2;LD003;Head on collision;2;52;7;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;859;1250.5532751531523
6466;2014-10-24;5;0;10;3;2;LD003;Head on collision;4;344;4;2;1;16;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;787;1145.210341879808
6467;2014-10-24;5;0;10;3;2;LD003;Head on collision;11;19;4;2;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.0
6468;2014-10-24;5;0;10;3;2;LD003;Head on collision;1;76;7;2;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6469;2014-10-24;5;0;10;3;2;LD003;Head on collision;4;113;4;1;1;14;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6470;2014-10-25;6;1;10;3;2;LD003;Head on collision;6;3;7;1;1;13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6471;2014-10-25;6;1;10;3;2;LD003;Head on collision;1;155;7;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;264;384.83282050790405
6472;2014-10-25;6;1;10;3;2;LD003;Head on collision;1;165;4;2;0;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;8541;12424.520883384577
6473;2014-10-25;6;1;10;3;2;LD003;Head on collision;0;287;4;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;289;421.58330757273603
6474;2014-10-25;6;1;10;3;2;LD003;Head on collision;0;343;7;1;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1065;1549.9311634475523
6475;2014-10-25;6;1;10;3;2;LD003;Head on collision;2;169;7;1;0;12;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6476;2014-10-25;6;1;10;3;2;LD003;Head on collision;0;305;4;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
6477;2014-10-25;6;1;10;3;2;LD003;Head on collision;0;305;4;0;2;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;312;454.63124124876805
6478;2014-10-26;7;1;10;3;2;LD003;Head on collision;0;100;4;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10884;15832.795328842754
6479;2014-10-26;7;1;10;3;2;LD003;Head on collision;11;88;4;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;62;90.405775030528
6480;2014-10-26;7;1;10;3;2;LD003;Head on collision;25;186;7;1;1;16;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6481;2014-10-27;1;0;10;3;2;LD003;Head on collision;0;324;4;2;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;764;1112.5009273707522
6482;2014-10-27;1;0;10;3;2;LD003;Head on collision;0;30;4;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1820;2648.256600701184
6483;2014-10-27;1;0;10;3;2;LD003;Head on collision;0;335;7;1;0;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;10371;15085.7893145664
6484;2014-10-27;1;0;10;3;2;LD003;Head on collision;0;338;7;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6485;2014-10-28;2;0;10;3;2;LD003;Head on collision;0;155;7;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;123;180.04988193536002
6486;2014-10-28;2;0;10;3;2;LD003;Head on collision;3;99;4;1;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;17175;24983.179986683394
6487;2014-10-28;2;0;10;3;2;LD003;Head on collision;0;7;4;1;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3803;5532.672635264001
6488;2014-10-28;2;0;10;3;2;LD003;Head on collision;0;150;7;0;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56;82.66214908595201
6489;2014-10-29;3;0;10;3;2;LD003;Head on collision;2;234;7;2;1;20;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;35313;51365.12117131162
6490;2014-10-29;3;0;10;3;2;LD003;Head on collision;1;348;7;2;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;246;359.105363817728
6491;2014-10-29;3;0;10;3;2;LD003;Head on collision;0;89;2;0;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;56;82.66214908595201
6492;2014-10-29;3;0;10;3;2;LD003;Head on collision;9;174;4;2;1;19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6493;2014-10-29;3;0;10;3;2;LD003;Head on collision;2;207;7;2;0;18;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16803;24441.168485458948
6494;2014-10-30;4;0;10;3;2;LD003;Head on collision;1;200;4;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6495;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;71;7;2;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;939;1366.961553697024
6496;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;236;2;1;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6497;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;212;2;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6195;9012.099578130945
6498;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;77;7;1;0;10;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18086;26308.249793467137
6499;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;100;4;1;1;12;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6500;2014-10-30;4;0;10;3;2;LD003;Head on collision;1;249;7;2;1;20;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1902;2766.8652538304004
6501;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;150;4;2;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;14672;21341.36963090765
6502;2014-10-30;4;0;10;3;2;LD003;Head on collision;0;142;7;3;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;1831.198276308736
6503;2014-10-31;5;0;10;3;2;LD003;Head on collision;1;163;4;1;1;19;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;133;194.394631635968
6504;2014-10-31;5;0;10;3;2;LD003;Head on collision;1;70;4;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6505;2014-10-31;5;0;10;3;2;LD003;Head on collision;0;156;4;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.0
6506;2014-10-31;5;0;10;3;2;LD003;Head on collision;101;157;7;1;2;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;272;396.72330624793597
6507;2014-10-31;5;0;10;3;2;LD003;Head on collision;0;162;7;1;1;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;204;297.558347771904
6508;2014-10-31;5;0;10;3;2;LD003;Head on collision;1;249;4;1;1;19;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;10017;14571.134393523202
6509;2014-10-31;5;0;10;3;2;LD003;Head on collision;0;120;7;1;0;7;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;156;228.119603645952
6510;2014-10-31;5;0;10;3;2;LD003;Head on collision;0;222;7;1;0;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2533;3684.5060857105927
6511;2014-10-31;5;0;10;3;2;LD003;Head on collision;1;86;4;1;1;21;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6512;2014-10-31;5;0;10;3;2;LD003;Head on collision;0;93;4;1;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
